session_id,utterance_id,role,content,timestamp
dxfvrds,0,background,[unclear],00:00:00
dxfvrds,1,tutor,Hi! Great to see you again. Shall we begin?,00:00:08
dxfvrds,2,student,"Yes, I think so.",00:00:16
dxfvrds,3,tutor,So let me ask you first. Do you know what a fact family is?,00:00:24
dxfvrds,4,student,Half?,00:00:32
dxfvrds,5,tutor,"Good thinking. Now, is that answer reasonable?",00:00:40
dxfvrds,6,student,"I would divide it by 100, so the answer is 3.45.",00:00:48
dxfvrds,7,tutor,So let me ask you first. Do you know what a fact family is?,00:00:56
dxfvrds,8,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:01:04
dxfvrds,9,tutor,So let me ask you first. Do you know what a fact family is?,00:01:12
dxfvrds,10,student,Yes,00:01:20
dxfvrds,11,tutor,"Good thinking. Now, is that answer reasonable?",00:01:28
dxfvrds,12,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:01:36
dxfvrds,13,tutor,Let's try a similar one. What is 30 times 4?,00:01:44
dxfvrds,14,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:52
dxfvrds,15,tutor,Can you talk me through how you got that answer?,00:02:00
dxfvrds,16,student,I think we need to make the bottom numbers the same before we add.,00:02:08
dxfvrds,17,tutor,Uh-huh. And what would you do next?,00:02:16
dxfvrds,18,student,Is it 4?,00:02:24
dxfvrds,19,tutor,"Good thinking. Now, is that answer reasonable?",00:02:32
dxfvrds,20,student,Maybe I should compare them as decimals first.,00:02:40
dxfvrds,21,tutor,Remember what we said about the denominator. What happens here?,00:02:48
dxfvrds,22,student,Maybe I should compare them as decimals first.,00:02:56
dxfvrds,23,tutor,Remember what we said about the denominator. What happens here?,00:03:04
dxfvrds,24,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:03:12
dxfvrds,25,tutor,What do you notice about these two numbers?,00:03:20
dxfvrds,26,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:03:28
dxfvrds,27,tutor,"Good thinking. Now, is that answer reasonable?",00:03:36
dxfvrds,28,student,I think we need to make the bottom numbers the same before we add.,00:03:44
dxfvrds,29,tutor,What do you notice about these two numbers?,00:03:52
dxfvrds,30,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:04:00
dxfvrds,31,tutor,Uh-huh. And what would you do next?,00:04:08
dxfvrds,32,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:04:16
dxfvrds,33,tutor,Uh-huh. And what would you do next?,00:04:24
dxfvrds,34,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:04:32
dxfvrds,35,tutor,Uh-huh. And what would you do next?,00:04:40
dxfvrds,36,student,Yes,00:04:48
dxfvrds,37,tutor,So let me ask you first. Do you know what a fact family is?,00:04:56
dxfvrds,38,student,Half?,00:05:04
dxfvrds,39,tutor,Let's try a similar one. What is 30 times 4?,00:05:12
dxfvrds,40,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:05:20
dxfvrds,41,tutor,"Good thinking. Now, is that answer reasonable?",00:05:28
dxfvrds,42,student,I'm not sure. Is it because 10 has one zero?,00:05:36
dxfvrds,43,tutor,So let me ask you first. Do you know what a fact family is?,00:05:44
dxfvrds,44,student,I'm not sure. Is it because 10 has one zero?,00:05:52
dxfvrds,45,tutor,"Good thinking. Now, is that answer reasonable?",00:06:00
dxfvrds,46,student,"I would divide it by 100, so the answer is 3.45.",00:06:08
dxfvrds,47,tutor,Remember what we said about the denominator. What happens here?,00:06:16
dxfvrds,48,student,I'm not sure. Is it because 10 has one zero?,00:06:24
dxfvrds,49,tutor,Let's try a similar one. What is 30 times 4?,00:06:32
dxfvrds,50,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:06:40
dxfvrds,51,tutor,Uh-huh. And what would you do next?,00:06:48
dxfvrds,52,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:06:56
dxfvrds,53,tutor,"Good thinking. Now, is that answer reasonable?",00:07:04
dxfvrds,54,student,I think we need to make the bottom numbers the same before we add.,00:07:12
dxfvrds,55,tutor,Uh-huh. And what would you do next?,00:07:20
dxfvrds,56,student,Yes,00:07:28
dxfvrds,57,tutor,Remember what we said about the denominator. What happens here?,00:07:36
dxfvrds,58,student,75.,00:07:44
dxfvrds,59,tutor,Uh-huh. And what would you do next?,00:07:52
dxfvrds,60,student,I'm not sure. Is it because 10 has one zero?,00:08:00
dxfvrds,61,tutor,So let me ask you first. Do you know what a fact family is?,00:08:08
dxfvrds,62,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:08:16
dxfvrds,63,tutor,Let's try a similar one. What is 30 times 4?,00:08:24
dxfvrds,64,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:08:32
dxfvrds,65,tutor,Let's try a similar one. What is 30 times 4?,00:08:40
dxfvrds,66,student,6?,00:08:48
dxfvrds,67,tutor,Uh-huh. And what would you do next?,00:08:56
dxfvrds,68,student,6?,00:09:04
dxfvrds,69,tutor,So let me ask you first. Do you know what a fact family is?,00:09:12
dxfvrds,70,student,12.,00:09:20
dxfvrds,71,tutor,"Good thinking. Now, is that answer reasonable?",00:09:28
dxfvrds,72,student,Yes,00:09:36
dxfvrds,73,tutor,"Good thinking. Now, is that answer reasonable?",00:09:44
dxfvrds,74,student,I'm not sure. Is it because 10 has one zero?,00:09:52
dxfvrds,75,tutor,Can you talk me through how you got that answer?,00:10:00
