session_id,utterance_id,role,content,timestamp
cceevqa,0,background,[unclear],00:00:00
cceevqa,1,tutor,Good afternoon! Today we are going to look at a new topic.,00:00:08
cceevqa,2,student,"Yes, I think so.",00:00:16
cceevqa,3,tutor,"Good thinking. Now, is that answer reasonable?",00:00:24
cceevqa,4,student,"I would divide it by 100, so the answer is 3.45.",00:00:32
cceevqa,5,tutor,Can you talk me through how you got that answer?,00:00:40
cceevqa,6,student,"I would divide it by 100, so the answer is 3.45.",00:00:48
cceevqa,7,tutor,Remember what we said about the denominator. What happens here?,00:00:56
cceevqa,8,student,"I would divide it by 100, so the answer is 3.45.",00:01:04
cceevqa,9,tutor,So let me ask you first. Do you know what a fact family is?,00:01:12
cceevqa,10,student,I'm not sure. Is it because 10 has one zero?,00:01:20
cceevqa,11,tutor,Let's try a similar one. What is 30 times 4?,00:01:28
cceevqa,12,student,"I would divide it by 100, so the answer is 3.45.",00:01:36
cceevqa,13,tutor,What do you notice about these two numbers?,00:01:44
cceevqa,14,student,I'm not sure. Is it because 10 has one zero?,00:01:52
cceevqa,15,tutor,Let's try a similar one. What is 30 times 4?,00:02:00
cceevqa,16,student,Is it 4?,00:02:08
cceevqa,17,tutor,What do you notice about these two numbers?,00:02:16
cceevqa,18,student,Maybe I should compare them as decimals first.,00:02:24
cceevqa,19,tutor,What do you notice about these two numbers?,00:02:32
cceevqa,20,student,Maybe I should compare them as decimals first.,00:02:40
cceevqa,21,tutor,Let's try a similar one. What is 30 times 4?,00:02:48
cceevqa,22,student,I'm not sure. Is it because 10 has one zero?,00:02:56
cceevqa,23,tutor,So let me ask you first. Do you know what a fact family is?,00:03:04
cceevqa,24,student,"I would divide it by 100, so the answer is 3.45.",00:03:12
cceevqa,25,tutor,"Good thinking. Now, is that answer reasonable?",00:03:20
cceevqa,26,student,12.,00:03:28
cceevqa,27,tutor,What do you notice about these two numbers?,00:03:36
cceevqa,28,student,I think we need to make the bottom numbers the same before we add.,00:03:44
cceevqa,29,tutor,Remember what we said about the denominator. What happens here?,00:03:52
cceevqa,30,student,I'm not sure. Is it because 10 has one zero?,00:04:00
cceevqa,31,tutor,What do you notice about these two numbers?,00:04:08
cceevqa,32,student,75.,00:04:16
cceevqa,33,tutor,Can you talk me through how you got that answer?,00:04:24
cceevqa,34,student,Is it 4?,00:04:32
cceevqa,35,tutor,Remember what we said about the denominator. What happens here?,00:04:40
cceevqa,36,student,6?,00:04:48
cceevqa,37,tutor,Can you talk me through how you got that answer?,00:04:56
cceevqa,38,student,Maybe I should compare them as decimals first.,00:05:04
cceevqa,39,tutor,Uh-huh. And what would you do next?,00:05:12
cceevqa,40,student,No,00:05:20
cceevqa,41,tutor,So let me ask you first. Do you know what a fact family is?,00:05:28
cceevqa,42,student,"I would divide it by 100, so the answer is 3.45.",00:05:36
cceevqa,43,tutor,"Good thinking. Now, is that answer reasonable?",00:05:44
cceevqa,44,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:05:52
cceevqa,45,tutor,So let me ask you first. Do you know what a fact family is?,00:06:00
cceevqa,46,student,"I would divide it by 100, so the answer is 3.45.",00:06:08
cceevqa,47,tutor,Uh-huh. And what would you do next?,00:06:16
cceevqa,48,student,Yes,00:06:24
cceevqa,49,tutor,Remember what we said about the denominator. What happens here?,00:06:32
cceevqa,50,student,Maybe I should compare them as decimals first.,00:06:40
cceevqa,51,tutor,Can you talk me through how you got that answer?,00:06:48
cceevqa,52,student,Half?,00:06:56
cceevqa,53,tutor,Uh-huh. And what would you do next?,00:07:04
cceevqa,54,student,Maybe I should compare them as decimals first.,00:07:12
cceevqa,55,tutor,Let's try a similar one. What is 30 times 4?,00:07:20
cceevqa,56,student,Half?,00:07:28
cceevqa,57,tutor,"Good thinking. Now, is that answer reasonable?",00:07:36
cceevqa,58,student,Maybe I should compare them as decimals first.,00:07:44
cceevqa,59,tutor,Remember what we said about the denominator. What happens here?,00:07:52
cceevqa,60,student,"I would divide it by 100, so the answer is 3.45.",00:08:00
cceevqa,61,tutor,Uh-huh. And what would you do next?,00:08:08
cceevqa,62,student,Maybe I should compare them as decimals first.,00:08:16
cceevqa,63,tutor,What do you notice about these two numbers?,00:08:24
cceevqa,64,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:08:32
cceevqa,65,tutor,Remember what we said about the denominator. What happens here?,00:08:40
cceevqa,66,student,Half?,00:08:48
cceevqa,67,tutor,"Good thinking. Now, is that answer reasonable?",00:08:56
cceevqa,68,student,"I would divide it by 100, so the answer is 3.45.",00:09:04
cceevqa,69,tutor,Let's try a similar one. What is 30 times 4?,00:09:12
cceevqa,70,student,Okay,00:09:20
cceevqa,71,tutor,Can you talk me through how you got that answer?,00:09:28
cceevqa,72,student,Maybe I should compare them as decimals first.,00:09:36
cceevqa,73,tutor,So let me ask you first. Do you know what a fact family is?,00:09:44
cceevqa,74,student,"I would divide it by 100, so the answer is 3.45.",00:09:52
cceevqa,75,tutor,Remember what we said about the denominator. What happens here?,00:10:00
cceevqa,76,student,Maybe I should compare them as decimals first.,00:10:08
cceevqa,77,tutor,What do you notice about these two numbers?,00:10:16
cceevqa,78,student,Maybe I should compare them as decimals first.,00:10:24
cceevqa,79,tutor,Let's try a similar one. What is 30 times 4?,00:10:32
cceevqa,80,student,Maybe I should compare them as decimals first.,00:10:40
cceevqa,81,tutor,Uh-huh. And what would you do next?,00:10:48
cceevqa,82,student,Maybe I should compare them as decimals first.,00:10:56
cceevqa,83,tutor,Remember what we said about the denominator. What happens here?,00:11:04
cceevqa,84,student,Yes,00:11:12
cceevqa,85,tutor,Let's try a similar one. What is 30 times 4?,00:11:20
cceevqa,86,student,I think we need to make the bottom numbers the same before we add.,00:11:28
cceevqa,87,tutor,Uh-huh. And what would you do next?,00:11:36
cceevqa,88,student,"I would divide it by 100, so the answer is 3.45.",00:11:44
cceevqa,89,tutor,"Good thinking. Now, is that answer reasonable?",00:11:52
cceevqa,90,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:12:00
cceevqa,91,tutor,"Good thinking. Now, is that answer reasonable?",00:12:08
cceevqa,92,student,I'm not sure. Is it because 10 has one zero?,00:12:16
cceevqa,93,tutor,Uh-huh. And what would you do next?,00:12:24
cceevqa,94,student,"I would divide it by 100, so the answer is 3.45.",00:12:32
cceevqa,95,tutor,"Good thinking. Now, is that answer reasonable?",00:12:40
cceevqa,96,student,I'm not sure. Is it because 10 has one zero?,00:12:48
cceevqa,97,tutor,Remember what we said about the denominator. What happens here?,00:12:56
cceevqa,98,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:13:04
cceevqa,99,tutor,What do you notice about these two numbers?,00:13:12
