session_id,utterance_id,role,content,timestamp
eydcyol,0,background,[unclear],00:00:00
eydcyol,1,tutor,Hi! Great to see you again. Shall we begin?,00:00:08
eydcyol,2,student,"Yes, I think so.",00:00:16
eydcyol,3,tutor,Can you talk me through how you got that answer?,00:00:24
eydcyol,4,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:00:32
eydcyol,5,tutor,Let's try a similar one. What is 30 times 4?,00:00:40
eydcyol,6,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:00:48
eydcyol,7,tutor,Uh-huh. And what would you do next?,00:00:56
eydcyol,8,student,"I would divide it by 100, so the answer is 3.45.",00:01:04
eydcyol,9,tutor,Can you talk me through how you got that answer?,00:01:12
eydcyol,10,student,I think we need to make the bottom numbers the same before we add.,00:01:20
eydcyol,11,tutor,What do you notice about these two numbers?,00:01:28
eydcyol,12,student,75.,00:01:36
eydcyol,13,tutor,"Good thinking. Now, is that answer reasonable?",00:01:44
eydcyol,14,student,300?,00:01:52
eydcyol,15,tutor,Let's try a similar one. What is 30 times 4?,00:02:00
eydcyol,16,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:02:08
eydcyol,17,tutor,What do you notice about these two numbers?,00:02:16
eydcyol,18,student,300?,00:02:24
eydcyol,19,tutor,Remember what we said about the denominator. What happens here?,00:02:32
eydcyol,20,student,I think we need to make the bottom numbers the same before we add.,00:02:40
eydcyol,21,tutor,Uh-huh. And what would you do next?,00:02:48
eydcyol,22,student,"I would divide it by 100, so the answer is 3.45.",00:02:56
eydcyol,23,tutor,Can you talk me through how you got that answer?,00:03:04
eydcyol,24,student,Is it 4?,00:03:12
eydcyol,25,tutor,Remember what we said about the denominator. What happens here?,00:03:20
eydcyol,26,student,12.,00:03:28
eydcyol,27,tutor,Let's try a similar one. What is 30 times 4?,00:03:36
eydcyol,28,student,I'm not sure. Is it because 10 has one zero?,00:03:44
eydcyol,29,tutor,Uh-huh. And what would you do next?,00:03:52
eydcyol,30,student,Maybe I should compare them as decimals first.,00:04:00
eydcyol,31,tutor,Uh-huh. And what would you do next?,00:04:08
eydcyol,32,student,No,00:04:16
eydcyol,33,tutor,What do you notice about these two numbers?,00:04:24
eydcyol,34,student,"I would divide it by 100, so the answer is 3.45.",00:04:32
eydcyol,35,tutor,Let's try a similar one. What is 30 times 4?,00:04:40
eydcyol,36,student,No,00:04:48
eydcyol,37,tutor,Can you talk me through how you got that answer?,00:04:56
eydcyol,38,student,6?,00:05:04
eydcyol,39,tutor,Let's try a similar one. What is 30 times 4?,00:05:12
eydcyol,40,student,Okay,00:05:20
eydcyol,41,tutor,Can you talk me through how you got that answer?,00:05:28
eydcyol,42,student,No,00:05:36
eydcyol,43,tutor,Remember what we said about the denominator. What happens here?,00:05:44
eydcyol,44,student,Is it 4?,00:05:52
eydcyol,45,tutor,So let me ask you first. Do you know what a fact family is?,00:06:00
eydcyol,46,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:06:08
eydcyol,47,tutor,Let's try a similar one. What is 30 times 4?,00:06:16
eydcyol,48,student,12.,00:06:24
eydcyol,49,tutor,"Good thinking. Now, is that answer reasonable?",00:06:32
eydcyol,50,student,12.,00:06:40
eydcyol,51,tutor,So let me ask you first. Do you know what a fact family is?,00:06:48
eydcyol,52,student,"I would divide it by 100, so the answer is 3.45.",00:06:56
eydcyol,53,tutor,So let me ask you first. Do you know what a fact family is?,00:07:04
eydcyol,54,student,Maybe I should compare them as decimals first.,00:07:12
eydcyol,55,tutor,Let's try a similar one. What is 30 times 4?,00:07:20
eydcyol,56,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:07:28
eydcyol,57,tutor,What do you notice about these two numbers?,00:07:36
eydcyol,58,student,"I would divide it by 100, so the answer is 3.45.",00:07:44
eydcyol,59,tutor,Remember what we said about the denominator. What happens here?,00:07:52
eydcyol,60,student,6?,00:08:00
eydcyol,61,tutor,What do you notice about these two numbers?,00:08:08
eydcyol,62,student,I'm not sure. Is it because 10 has one zero?,00:08:16
eydcyol,63,tutor,Can you talk me through how you got that answer?,00:08:24
eydcyol,64,student,75.,00:08:32
eydcyol,65,tutor,Let's try a similar one. What is 30 times 4?,00:08:40
eydcyol,66,student,12.,00:08:48
eydcyol,67,tutor,Can you talk me through how you got that answer?,00:08:56
eydcyol,68,student,6?,00:09:04
eydcyol,69,tutor,Can you talk me through how you got that answer?,00:09:12
eydcyol,70,student,Is it 4?,00:09:20
eydcyol,71,tutor,"Good thinking. Now, is that answer reasonable?",00:09:28
eydcyol,72,student,"I would divide it by 100, so the answer is 3.45.",00:09:36
eydcyol,73,tutor,Can you talk me through how you got that answer?,00:09:44
eydcyol,74,student,"I would divide it by 100, so the answer is 3.45.",00:09:52
eydcyol,75,tutor,Let's try a similar one. What is 30 times 4?,00:10:00
eydcyol,76,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:10:08
eydcyol,77,tutor,What do you notice about these two numbers?,00:10:16
eydcyol,78,student,Yes,00:10:24
eydcyol,79,tutor,Can you talk me through how you got that answer?,00:10:32
eydcyol,80,student,I think we need to make the bottom numbers the same before we add.,00:10:40
eydcyol,81,tutor,What do you notice about these two numbers?,00:10:48
eydcyol,82,student,No,00:10:56
eydcyol,83,tutor,Can you talk me through how you got that answer?,00:11:04
eydcyol,84,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:11:12
eydcyol,85,tutor,Remember what we said about the denominator. What happens here?,00:11:20
eydcyol,86,student,No,00:11:28
eydcyol,87,tutor,Uh-huh. And what would you do next?,00:11:36
eydcyol,88,student,"I would divide it by 100, so the answer is 3.45.",00:11:44
eydcyol,89,tutor,Can you talk me through how you got that answer?,00:11:52
eydcyol,90,student,No,00:12:00
eydcyol,91,tutor,Uh-huh. And what would you do next?,00:12:08
eydcyol,92,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:12:16
eydcyol,93,tutor,Can you talk me through how you got that answer?,00:12:24
eydcyol,94,student,Okay,00:12:32
eydcyol,95,tutor,Uh-huh. And what would you do next?,00:12:40
eydcyol,96,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:12:48
eydcyol,97,tutor,Let's try a similar one. What is 30 times 4?,00:12:56
eydcyol,98,student,Okay,00:13:04
eydcyol,99,tutor,Let's try a similar one. What is 30 times 4?,00:13:12
