session_id,utterance_id,role,content,timestamp
uxvqbil,0,background,[unclear],00:00:00
uxvqbil,1,tutor,Good afternoon! Today we are going to look at a new topic.,00:00:08
uxvqbil,2,student,"Yes, I think so.",00:00:16
uxvqbil,3,tutor,Let's try a similar one. What is 30 times 4?,00:00:24
uxvqbil,4,student,"I would divide it by 100, so the answer is 3.45.",00:00:32
uxvqbil,5,tutor,Remember what we said about the denominator. What happens here?,00:00:40
uxvqbil,6,student,"I would divide it by 100, so the answer is 3.45.",00:00:48
uxvqbil,7,tutor,So let me ask you first. Do you know what a fact family is?,00:00:56
uxvqbil,8,student,Maybe I should compare them as decimals first.,00:01:04
uxvqbil,9,tutor,Let's try a similar one. What is 30 times 4?,00:01:12
uxvqbil,10,student,I'm not sure. Is it because 10 has one zero?,00:01:20
uxvqbil,11,tutor,"Good thinking. Now, is that answer reasonable?",00:01:28
uxvqbil,12,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:01:36
uxvqbil,13,tutor,Remember what we said about the denominator. What happens here?,00:01:44
uxvqbil,14,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:01:52
uxvqbil,15,tutor,Remember what we said about the denominator. What happens here?,00:02:00
uxvqbil,16,student,"I would divide it by 100, so the answer is 3.45.",00:02:08
uxvqbil,17,tutor,Uh-huh. And what would you do next?,00:02:16
uxvqbil,18,student,I think we need to make the bottom numbers the same before we add.,00:02:24
uxvqbil,19,tutor,Remember what we said about the denominator. What happens here?,00:02:32
uxvqbil,20,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:02:40
uxvqbil,21,tutor,Let's try a similar one. What is 30 times 4?,00:02:48
uxvqbil,22,student,Half?,00:02:56
uxvqbil,23,tutor,What do you notice about these two numbers?,00:03:04
uxvqbil,24,student,Okay,00:03:12
uxvqbil,25,tutor,Remember what we said about the denominator. What happens here?,00:03:20
uxvqbil,26,student,I'm not sure. Is it because 10 has one zero?,00:03:28
uxvqbil,27,tutor,Can you talk me through how you got that answer?,00:03:36
uxvqbil,28,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:03:44
uxvqbil,29,tutor,Can you talk me through how you got that answer?,00:03:52
uxvqbil,30,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:04:00
uxvqbil,31,tutor,Let's try a similar one. What is 30 times 4?,00:04:08
uxvqbil,32,student,I'm not sure. Is it because 10 has one zero?,00:04:16
uxvqbil,33,tutor,So let me ask you first. Do you know what a fact family is?,00:04:24
uxvqbil,34,student,I'm not sure. Is it because 10 has one zero?,00:04:32
uxvqbil,35,tutor,What do you notice about these two numbers?,00:04:40
uxvqbil,36,student,I think we need to make the bottom numbers the same before we add.,00:04:48
uxvqbil,37,tutor,Remember what we said about the denominator. What happens here?,00:04:56
uxvqbil,38,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:05:04
uxvqbil,39,tutor,Remember what we said about the denominator. What happens here?,00:05:12
uxvqbil,40,student,75.,00:05:20
uxvqbil,41,tutor,Can you talk me through how you got that answer?,00:05:28
uxvqbil,42,student,Half?,00:05:36
uxvqbil,43,tutor,Can you talk me through how you got that answer?,00:05:44
uxvqbil,44,student,"I would divide it by 100, so the answer is 3.45.",00:05:52
uxvqbil,45,tutor,Remember what we said about the denominator. What happens here?,00:06:00
uxvqbil,46,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:06:08
uxvqbil,47,tutor,Can you talk me through how you got that answer?,00:06:16
uxvqbil,48,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:06:24
uxvqbil,49,tutor,What do you notice about these two numbers?,00:06:32
uxvqbil,50,student,I think we need to make the bottom numbers the same before we add.,00:06:40
uxvqbil,51,tutor,Uh-huh. And what would you do next?,00:06:48
uxvqbil,52,student,I'm not sure. Is it because 10 has one zero?,00:06:56
uxvqbil,53,tutor,So let me ask you first. Do you know what a fact family is?,00:07:04
uxvqbil,54,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:07:12
uxvqbil,55,tutor,Let's try a similar one. What is 30 times 4?,00:07:20
uxvqbil,56,student,"I would divide it by 100, so the answer is 3.45.",00:07:28
uxvqbil,57,tutor,Remember what we said about the denominator. What happens here?,00:07:36
uxvqbil,58,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:07:44
uxvqbil,59,tutor,Let's try a similar one. What is 30 times 4?,00:07:52
uxvqbil,60,student,"I would divide it by 100, so the answer is 3.45.",00:08:00
uxvqbil,61,tutor,Can you talk me through how you got that answer?,00:08:08
uxvqbil,62,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:08:16
uxvqbil,63,tutor,Can you talk me through how you got that answer?,00:08:24
uxvqbil,64,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:08:32
