session_id,utterance_id,role,content,timestamp
anypasl,0,background,[unclear],00:00:00
anypasl,1,tutor,Good afternoon! Today we are going to look at a new topic.,00:00:08
anypasl,2,student,"Yes, I think so.",00:00:16
anypasl,3,tutor,Remember what we said about the denominator. What happens here?,00:00:24
anypasl,4,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:00:32
anypasl,5,tutor,Let's try a similar one. What is 30 times 4?,00:00:40
anypasl,6,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:00:48
anypasl,7,tutor,Let's try a similar one. What is 30 times 4?,00:00:56
anypasl,8,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:04
anypasl,9,tutor,What do you notice about these two numbers?,00:01:12
anypasl,10,student,Maybe I should compare them as decimals first.,00:01:20
anypasl,11,tutor,So let me ask you first. Do you know what a fact family is?,00:01:28
anypasl,12,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:36
anypasl,13,tutor,Remember what we said about the denominator. What happens here?,00:01:44
anypasl,14,student,No,00:01:52
anypasl,15,tutor,"Good thinking. Now, is that answer reasonable?",00:02:00
anypasl,16,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:02:08
anypasl,17,tutor,Uh-huh. And what would you do next?,00:02:16
anypasl,18,student,I'm not sure. Is it because 10 has one zero?,00:02:24
anypasl,19,tutor,Uh-huh. And what would you do next?,00:02:32
anypasl,20,student,"I would divide it by 100, so the answer is 3.45.",00:02:40
anypasl,21,tutor,Can you talk me through how you got that answer?,00:02:48
anypasl,22,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:02:56
anypasl,23,tutor,So let me ask you first. Do you know what a fact family is?,00:03:04
anypasl,24,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:03:12
anypasl,25,tutor,Uh-huh. And what would you do next?,00:03:20
anypasl,26,student,"I would divide it by 100, so the answer is 3.45.",00:03:28
anypasl,27,tutor,"Good thinking. Now, is that answer reasonable?",00:03:36
anypasl,28,student,No,00:03:44
anypasl,29,tutor,Uh-huh. And what would you do next?,00:03:52
anypasl,30,student,I think we need to make the bottom numbers the same before we add.,00:04:00
anypasl,31,tutor,What do you notice about these two numbers?,00:04:08
