session_id,utterance_id,role,content,timestamp
kwmzhia,0,background,[unclear],00:00:00
kwmzhia,1,tutor,"Hello, are you ready to get started today?",00:00:08
kwmzhia,2,student,"Yes, I think so.",00:00:16
kwmzhia,3,tutor,Can you talk me through how you got that answer?,00:00:24
kwmzhia,4,student,Is it 4?,00:00:32
kwmzhia,5,tutor,"Good thinking. Now, is that answer reasonable?",00:00:40
kwmzhia,6,student,I'm not sure. Is it because 10 has one zero?,00:00:48
kwmzhia,7,tutor,Uh-huh. And what would you do next?,00:00:56
kwmzhia,8,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:04
kwmzhia,9,tutor,"Good thinking. Now, is that answer reasonable?",00:01:12
kwmzhia,10,student,I think we need to make the bottom numbers the same before we add.,00:01:20
kwmzhia,11,tutor,"Good thinking. Now, is that answer reasonable?",00:01:28
kwmzhia,12,student,"I would divide it by 100, so the answer is 3.45.",00:01:36
kwmzhia,13,tutor,"Good thinking. Now, is that answer reasonable?",00:01:44
kwmzhia,14,student,I'm not sure. Is it because 10 has one zero?,00:01:52
kwmzhia,15,tutor,Let's try a similar one. What is 30 times 4?,00:02:00
kwmzhia,16,student,I'm not sure. Is it because 10 has one zero?,00:02:08
kwmzhia,17,tutor,Remember what we said about the denominator. What happens here?,00:02:16
kwmzhia,18,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:02:24
kwmzhia,19,tutor,What do you notice about these two numbers?,00:02:32
kwmzhia,20,student,Half?,00:02:40
kwmzhia,21,tutor,Remember what we said about the denominator. What happens here?,00:02:48
kwmzhia,22,student,"I would divide it by 100, so the answer is 3.45.",00:02:56
kwmzhia,23,tutor,Uh-huh. And what would you do next?,00:03:04
kwmzhia,24,student,I think we need to make the bottom numbers the same before we add.,00:03:12
kwmzhia,25,tutor,Uh-huh. And what would you do next?,00:03:20
kwmzhia,26,student,Maybe I should compare them as decimals first.,00:03:28
kwmzhia,27,tutor,Remember what we said about the denominator. What happens here?,00:03:36
kwmzhia,28,student,6?,00:03:44
kwmzhia,29,tutor,Remember what we said about the denominator. What happens here?,00:03:52
kwmzhia,30,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:04:00
kwmzhia,31,tutor,What do you notice about these two numbers?,00:04:08
kwmzhia,32,student,Maybe I should compare them as decimals first.,00:04:16
kwmzhia,33,tutor,Uh-huh. And what would you do next?,00:04:24
kwmzhia,34,student,75.,00:04:32
kwmzhia,35,tutor,Uh-huh. And what would you do next?,00:04:40
kwmzhia,36,student,Okay,00:04:48
kwmzhia,37,tutor,So let me ask you first. Do you know what a fact family is?,00:04:56
kwmzhia,38,student,I'm not sure. Is it because 10 has one zero?,00:05:04
kwmzhia,39,tutor,"Good thinking. Now, is that answer reasonable?",00:05:12
kwmzhia,40,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:05:20
kwmzhia,41,tutor,Can you talk me through how you got that answer?,00:05:28
kwmzhia,42,student,Is it 4?,00:05:36
kwmzhia,43,tutor,Let's try a similar one. What is 30 times 4?,00:05:44
kwmzhia,44,student,Maybe I should compare them as decimals first.,00:05:52
kwmzhia,45,tutor,What do you notice about these two numbers?,00:06:00
kwmzhia,46,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:06:08
kwmzhia,47,tutor,Let's try a similar one. What is 30 times 4?,00:06:16
kwmzhia,48,student,"I would divide it by 100, so the answer is 3.45.",00:06:24
kwmzhia,49,tutor,Can you talk me through how you got that answer?,00:06:32
kwmzhia,50,student,Maybe I should compare them as decimals first.,00:06:40
kwmzhia,51,tutor,Uh-huh. And what would you do next?,00:06:48
kwmzhia,52,student,I think we need to make the bottom numbers the same before we add.,00:06:56
kwmzhia,53,tutor,Remember what we said about the denominator. What happens here?,00:07:04
