session_id,utterance_id,role,content,timestamp
hnoebmu,0,background,[unclear],00:00:00
hnoebmu,1,tutor,Good afternoon! Today we are going to look at a new topic.,00:00:08
hnoebmu,2,student,"Yes, I think so.",00:00:16
hnoebmu,3,tutor,Can you talk me through how you got that answer?,00:00:24
hnoebmu,4,student,"I would divide it by 100, so the answer is 3.45.",00:00:32
hnoebmu,5,tutor,Remember what we said about the denominator. What happens here?,00:00:40
hnoebmu,6,student,"I would divide it by 100, so the answer is 3.45.",00:00:48
hnoebmu,7,tutor,"Good thinking. Now, is that answer reasonable?",00:00:56
hnoebmu,8,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:04
hnoebmu,9,tutor,"Good thinking. Now, is that answer reasonable?",00:01:12
hnoebmu,10,student,I think we need to make the bottom numbers the same before we add.,00:01:20
hnoebmu,11,tutor,So let me ask you first. Do you know what a fact family is?,00:01:28
hnoebmu,12,student,300?,00:01:36
hnoebmu,13,tutor,"Good thinking. Now, is that answer reasonable?",00:01:44
hnoebmu,14,student,I think we need to make the bottom numbers the same before we add.,00:01:52
hnoebmu,15,tutor,"Good thinking. Now, is that answer reasonable?",00:02:00
hnoebmu,16,student,I'm not sure. Is it because 10 has one zero?,00:02:08
hnoebmu,17,tutor,Uh-huh. And what would you do next?,00:02:16
hnoebmu,18,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:02:24
hnoebmu,19,tutor,Uh-huh. And what would you do next?,00:02:32
hnoebmu,20,student,300?,00:02:40
hnoebmu,21,tutor,"Good thinking. Now, is that answer reasonable?",00:02:48
hnoebmu,22,student,I'm not sure. Is it because 10 has one zero?,00:02:56
hnoebmu,23,tutor,So let me ask you first. Do you know what a fact family is?,00:03:04
hnoebmu,24,student,I think we need to make the bottom numbers the same before we add.,00:03:12
hnoebmu,25,tutor,Let's try a similar one. What is 30 times 4?,00:03:20
hnoebmu,26,student,Yes,00:03:28
hnoebmu,27,tutor,What do you notice about these two numbers?,00:03:36
hnoebmu,28,student,"I would divide it by 100, so the answer is 3.45.",00:03:44
hnoebmu,29,tutor,Uh-huh. And what would you do next?,00:03:52
hnoebmu,30,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:04:00
hnoebmu,31,tutor,Remember what we said about the denominator. What happens here?,00:04:08
hnoebmu,32,student,I think we need to make the bottom numbers the same before we add.,00:04:16
hnoebmu,33,tutor,"Good thinking. Now, is that answer reasonable?",00:04:24
hnoebmu,34,student,I'm not sure. Is it because 10 has one zero?,00:04:32
hnoebmu,35,tutor,Remember what we said about the denominator. What happens here?,00:04:40
hnoebmu,36,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:04:48
hnoebmu,37,tutor,"Good thinking. Now, is that answer reasonable?",00:04:56
hnoebmu,38,student,I think we need to make the bottom numbers the same before we add.,00:05:04
