session_id,utterance_id,role,content,timestamp
xxezgbk,0,background,[unclear],00:00:00
xxezgbk,1,tutor,"Hello, are you ready to get started today?",00:00:08
xxezgbk,2,student,"Yes, I think so.",00:00:16
xxezgbk,3,tutor,So let me ask you first. Do you know what a fact family is?,00:00:24
xxezgbk,4,student,6?,00:00:32
xxezgbk,5,tutor,"Good thinking. Now, is that answer reasonable?",00:00:40
xxezgbk,6,student,I think we need to make the bottom numbers the same before we add.,00:00:48
xxezgbk,7,tutor,Let's try a similar one. What is 30 times 4?,00:00:56
xxezgbk,8,student,I'm not sure. Is it because 10 has one zero?,00:01:04
xxezgbk,9,tutor,So let me ask you first. Do you know what a fact family is?,00:01:12
xxezgbk,10,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:01:20
xxezgbk,11,tutor,Uh-huh. And what would you do next?,00:01:28
xxezgbk,12,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:01:36
xxezgbk,13,tutor,Remember what we said about the denominator. What happens here?,00:01:44
xxezgbk,14,student,"I would divide it by 100, so the answer is 3.45.",00:01:52
xxezgbk,15,tutor,Let's try a similar one. What is 30 times 4?,00:02:00
xxezgbk,16,student,I think we need to make the bottom numbers the same before we add.,00:02:08
xxezgbk,17,tutor,What do you notice about these two numbers?,00:02:16
xxezgbk,18,student,I'm not sure. Is it because 10 has one zero?,00:02:24
xxezgbk,19,tutor,"Good thinking. Now, is that answer reasonable?",00:02:32
xxezgbk,20,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:02:40
xxezgbk,21,tutor,Let's try a similar one. What is 30 times 4?,00:02:48
xxezgbk,22,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:02:56
xxezgbk,23,tutor,Let's try a similar one. What is 30 times 4?,00:03:04
xxezgbk,24,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:03:12
xxezgbk,25,tutor,So let me ask you first. Do you know what a fact family is?,00:03:20
xxezgbk,26,student,"Wait, wait. So if I'm adding 25 onto it, then it becomes 95?",00:03:28
xxezgbk,27,tutor,Uh-huh. And what would you do next?,00:03:36
xxezgbk,28,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:03:44
xxezgbk,29,tutor,"Good thinking. Now, is that answer reasonable?",00:03:52
xxezgbk,30,student,I'm not sure. Is it because 10 has one zero?,00:04:00
xxezgbk,31,tutor,Uh-huh. And what would you do next?,00:04:08
xxezgbk,32,student,I'm not sure. Is it because 10 has one zero?,00:04:16
xxezgbk,33,tutor,What do you notice about these two numbers?,00:04:24
xxezgbk,34,student,I'm not sure. Is it because 10 has one zero?,00:04:32
xxezgbk,35,tutor,Remember what we said about the denominator. What happens here?,00:04:40
xxezgbk,36,student,Is it 4?,00:04:48
xxezgbk,37,tutor,So let me ask you first. Do you know what a fact family is?,00:04:56
xxezgbk,38,student,I think we need to make the bottom numbers the same before we add.,00:05:04
xxezgbk,39,tutor,Uh-huh. And what would you do next?,00:05:12
xxezgbk,40,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:05:20
xxezgbk,41,tutor,Remember what we said about the denominator. What happens here?,00:05:28
xxezgbk,42,student,I'm not sure. Is it because 10 has one zero?,00:05:36
xxezgbk,43,tutor,What do you notice about these two numbers?,00:05:44
xxezgbk,44,student,"Hmm, the 4 is in the tens column so it means 40 really.",00:05:52
xxezgbk,45,tutor,Remember what we said about the denominator. What happens here?,00:06:00
xxezgbk,46,student,Maybe I should compare them as decimals first.,00:06:08
xxezgbk,47,tutor,Uh-huh. And what would you do next?,00:06:16
xxezgbk,48,student,Maybe I should compare them as decimals first.,00:06:24
xxezgbk,49,tutor,Remember what we said about the denominator. What happens here?,00:06:32
xxezgbk,50,student,I think we need to make the bottom numbers the same before we add.,00:06:40
xxezgbk,51,tutor,Remember what we said about the denominator. What happens here?,00:06:48
xxezgbk,52,student,"So 2000 plus 725 would be 2725, and then I take away 25 to get 2700.",00:06:56
